Dependiente ,Tipo de fenomeno,Duracion,MUNICIPIOS afectados,ANAL,SPRI,OVSDS,OVSEE,OVSAE,VHAC,OVPT,PL<5000,PO2SM,IM,GM,area_mun (ha),Sum_POBTOT,R_Inun,R_Hur,R_Des,R_Seq,R_IF,R_Den,a_o,Clave completa(TEXTO)
1,CT,2,123,34.03,54.71,1.66,12.13,10.56,58.27,19.34,100,88.53,1.41,Muy alto,4480.73,4095,0,5,5,3,2,5,2010,21123
1,LLUV,1,120,31.42,59.3,17.86,5.73,30.19,79.08,49.98,100,75.4,1.33,Muy alto,7977.85,5110,0,4,5,3,2,0,2007,21120
1,LLUV,1,119,4.65,16.1,3.21,0.38,64.35,34.89,3.5,7.95,57.18,-1.02,Bajo,5834.89,100439,5,4,0,4,1,0,2007,21119
1,SEQ,61,118,9.67,34.23,8.02,1.31,3.03,67.2,11.89,23.6,81.51,-0.32,Medio,3058.64,25518,5,4,0,4,2,0,2009,21118
1,SEQ,1,118,12.38,42.1,17.22,0.86,3.33,69.3,16.29,24.42,85.76,-0.35,Medio,3058.64,25518,5,4,0,4,2,0,2002,21118
1,TS,1,118,12.38,42.1,17.22,0.86,3.33,69.3,16.29,24.42,85.76,-0.35,Medio,3058.64,25518,5,4,0,4,2,0,2002,21118
0,TS,1,116,32.77,63.29,1.72,1.84,34.94,74.77,50.31,100,87.83,1.33,Muy alto,16627.15,21271,0,4,4,2,1,0,2008,21116
0,FV,1,116,26.02,54.3,1.03,1.41,30.74,67.62,9.74,100,80.74,1.09,Muy alto,16627.15,21271,0,4,4,2,1,0,2010,21116
0,LLUV,1,116,26.02,54.3,1.03,1.41,30.74,67.62,9.74,100,80.74,1.09,Muy alto,16627.15,21271,0,4,4,2,1,0,2010,21116
1,LLUV,1,115,24.04,50.66,5.09,1.46,4.56,68.82,15.98,41.31,80.03,0.22,Alto,18597.84,47124,5,4,0,4,2,0,2007,21115
0,LLUV,1,115,24.04,50.66,5.09,1.46,4.56,68.82,15.98,41.31,80.03,0.22,Alto,18597.84,47124,5,4,0,4,2,0,2009,21115
1,SEQ,61,114,4.06,11.85,1.45,0.45,4.96,31.31,2.75,2.19,37.43,-1.72,Muy bajo,54462,1539663,2,3,0,4,1,0,2009,21114
1,LLUV,1,114,4.06,11.85,1.45,0.45,4.96,31.31,2.75,2.19,37.43,-1.72,Muy bajo,54462,1539663,2,3,0,4,1,0,2007,21114
0,LLUV,1,114,4.63,14.77,2.52,0.84,6.26,36.47,3.28,2.73,39.38,-1.8,Muy bajo,54462,1539663,2,3,0,4,1,0,2003,21114
0,LLUV,1,114,4.06,11.85,1.45,0.45,4.96,31.31,2.75,2.19,37.43,-1.72,Muy bajo,54462,1539663,2,3,0,4,1,0,2009,21114
1,SEQ,30,113,27.54,55.73,13.4,2.46,16.21,33.3,11.34,100,73.5,0.21,Alto,22072.18,4553,2,2,0,4,5,0,2008,21113
1,SEQ,61,112,27.7,46.47,11.78,4.17,5.24,53.51,16.49,100,78.3,0.36,Alto,23240.46,9337,1,3,0,4,5,5,2009,21112
1,LLUV,1,111,31,50.03,4.35,7.53,53.18,57.83,38.25,100,85.01,1.04,Alto,21532.87,18312,3,5,4,4,3,0,2007,21111
1,CT,1,111,31,50.03,4.35,7.53,53.18,57.83,38.25,100,85.01,1.04,Alto,21532.87,18312,3,5,4,4,3,0,2007,21111
0,LLUV,1,111,34.75,58.94,19.53,15.35,66.15,65.44,71.6,100,89.43,1.31,Muy alto,21532.87,18312,3,5,4,4,3,0,2002,21111
0,LLUV,1,111,34.75,58.94,19.53,15.35,66.15,65.44,71.6,100,89.43,1.31,Muy alto,21532.87,18312,3,5,4,4,3,0,2002,21111
0,INUND,1,111,34.75,58.94,19.53,15.35,66.15,65.44,71.6,100,89.43,1.31,Muy alto,21532.87,18312,3,5,4,4,3,0,2002,21111
0,LLUV,1,111,31,50.03,4.35,7.53,53.18,57.83,38.25,100,85.01,1.04,Alto,21532.87,18312,3,5,4,4,3,0,2007,21111
1,SEQ,61,110,24.96,49.72,6.94,2.34,6.91,69.9,15.15,59.82,82.82,0.37,Alto,36072.11,42775,4,3,1,5,2,0,2009,21110
1,LLUV,1,110,24.96,49.72,6.94,2.34,6.91,69.9,15.15,59.82,82.82,0.37,Alto,36072.11,42775,4,3,1,5,2,0,2007,21110
1,LLUV,1,109,28.8,51.37,9.41,6.93,13.05,63.95,24.97,100,85.86,0.77,Alto,9769.63,20618,0,4,5,4,3,0,2007,21109
1,CT,1,109,28.8,51.37,9.41,6.93,13.05,63.95,24.97,100,85.86,0.77,Alto,9769.63,20618,0,4,5,4,3,0,2007,21109
0,LLUV,1,109,28.8,51.37,9.41,6.93,13.05,63.95,24.97,100,85.86,0.77,Alto,9769.63,20618,0,4,5,4,3,0,2007,21109
1,TS,1,108,13,28.01,4.18,1.76,1.53,57.8,6.3,36.49,74.3,-0.54,Medio,23825.04,16461,2,3,0,4,1,0,2006,21108
1,LLUV,1,108,13,28.01,4.18,1.76,1.53,57.8,6.3,36.49,74.3,-0.54,Medio,23825.04,16461,2,3,0,4,1,0,2007,21108
0,TS,1,108,16.11,37.47,9.57,3.07,6.36,61.74,13.07,34.77,78.17,-0.49,Medio,23825.04,16461,2,3,0,4,1,0,2003,21108
0,LLUV,1,108,16.11,37.47,9.57,3.07,6.36,61.74,13.07,34.77,78.17,-0.49,Medio,23825.04,16461,2,3,0,4,1,0,2004,21108
0,LLUV,1,108,13,28.01,4.18,1.76,1.53,57.8,6.3,36.49,74.3,-0.54,Medio,23825.04,16461,2,3,0,4,1,0,2007,21108
1,TS,1,107,40.16,62.15,9.9,8.23,44.11,65.53,11.82,100,83.66,1.85,Muy alto,6249.52,11596,0,5,5,4,3,5,2010,21107
1,LLUV,1,107,44.29,64.48,16.44,11.19,38.63,74.87,42.84,100,89.31,1.76,Muy alto,6249.52,11596,0,5,5,4,3,5,2007,21107
0,FV,1,107,40.16,62.15,9.9,8.23,44.11,65.53,11.82,100,83.66,1.85,Muy alto,6249.52,11596,0,5,5,4,3,5,2010,21107
0,LLUV,1,107,40.16,62.15,9.9,8.23,44.11,65.53,11.82,100,83.66,1.85,Muy alto,6249.52,11596,0,5,5,4,3,5,2010,21107
1,SEQ,31,105,18.24,38.39,8.56,4.46,10.38,49.68,24.01,100,88.85,0.22,Alto,6675.98,4804,0,3,0,3,3,0,2009,21105
1,LLUV,1,105,18.24,38.39,8.56,4.46,10.38,49.68,24.01,100,88.85,0.22,Alto,6675.98,4804,0,3,0,3,3,0,2007,21105
0,LLUV,1,104,14.54,35.75,6.85,1.62,0.63,66.69,8.73,48.19,70.25,-0.28,Medio,16662.5,27211,4,3,0,4,1,0,2006,21104
1,LLUV,1,103,16.15,46.73,9.15,3.14,11.05,68.09,33.1,100,78.57,0.47,Alto,10801.56,5940,0,3,3,1,3,0,2007,21103
1,LLUV,1,101,19.08,48.44,8.28,4.31,15.6,60.53,16.82,100,82.85,0.41,Alto,2758.32,3598,0,5,5,2,2,0,2007,21101
0,LLUV,1,101,19.08,48.44,8.28,4.31,15.6,60.53,16.82,100,82.85,0.41,Alto,2758.32,3598,0,5,5,2,2,0,2009,21101
1,LLUV,1,100,28.42,48.59,9.2,2.45,7.07,75.22,28.92,100,88.43,0.8,Alto,6062.91,9691,0,4,5,4,3,0,2007,21100
1,CT,1,100,28.42,48.59,9.2,2.45,7.07,75.22,28.92,100,88.43,0.8,Alto,6062.91,9691,0,4,5,4,3,0,2007,21100
1,LLUV,1,99,20.63,47.74,25.22,1.58,15.18,60.96,15.14,100,82.35,0.49,Alto,24363,18916,2,3,0,2,3,0,2007,21099
0,LLUV,1,99,20.63,47.74,25.22,1.58,15.18,60.96,15.14,100,82.35,0.49,Alto,24363,18916,2,3,0,2,3,0,2006,21099
0,LLUV,1,99,20.63,47.74,25.22,1.58,15.18,60.96,15.14,100,82.35,0.49,Alto,24363,18916,2,3,0,2,3,0,2007,21099
0,LLUV,1,99,20.63,47.74,25.22,1.58,15.18,60.96,15.14,100,82.35,0.49,Alto,24363,18916,2,3,0,2,3,0,2008,21099
0,LLUV,1,99,20.63,47.74,25.22,1.58,15.18,60.96,15.14,100,82.35,0.49,Alto,24363,18916,2,3,0,2,3,0,2008,21099
1,SEQ,61,98,20.14,41.66,32.28,1.3,37.17,56.44,21.62,100,82.6,0.59,Alto,15606.13,6212,5,3,0,3,3,0,2009,21098
1,SEQ,61,97,6.94,25.3,10.33,1.26,2.42,59.95,16.29,100,68.71,-0.35,Medio,946.38,2216,0,3,0,4,2,0,2009,21097
1,SEQ,1,96,11.08,38.86,11.41,4.01,7.2,61.01,16.25,100,84.29,-0.22,Medio,5444.11,2569,4,3,0,3,1,0,2002,21096
1,TS,1,96,11.08,38.86,11.41,4.01,7.2,61.01,16.25,100,84.29,-0.22,Medio,5444.11,2569,4,3,0,3,1,0,2002,21096
1,LLUV,1,96,9.36,30.46,3.72,1.12,2.98,58.66,6.58,100,80.12,-0.27,Medio,5444.11,2569,4,3,0,3,1,0,2007,21096
1,SEQ,61,95,13.89,31.82,10.34,1.44,0.96,63.33,18.75,100,84.08,0.05,Alto,1120.07,484,0,3,0,3,2,5,2009,21095
1,TS,1,94,11.8,30.53,6.53,2.16,4.19,59.82,14.84,50.23,75.27,-0.34,Medio,27251.81,31394,5,3,0,4,1,0,2006,21094
1,LLUV,1,94,11.8,30.53,6.53,2.16,4.19,59.82,14.84,50.23,75.27,-0.34,Medio,27251.81,31394,5,3,0,4,1,0,2007,21094
1,LLUV,1,93,21.59,50.62,4.57,0.99,5.9,57.45,23.78,100,88.47,0.41,Alto,17935.82,7739,0,3,0,3,1,0,2007,21093
1,TS,1,91,9.62,21.83,1.2,0.25,2.8,35.92,12.3,19.68,56.94,-0.87,Bajo,2280.6,10199,5,4,5,3,1,5,2010,21091
1,LLUV,1,91,10.71,25.81,1.3,0.64,3,38.23,9.69,20,54.99,-1.08,Bajo,2280.6,10199,5,4,5,3,1,5,2007,21091
1,TS,1,89,31.07,51.79,3.26,3.25,21.28,57.36,23.14,100,79.97,1.18,Muy alto,16905.73,12964,0,4,5,4,2,5,2010,21089
1,LLUV,1,89,35.8,57.58,5.32,4.67,18.59,66.77,29.66,100,84.54,0.99,Alto,16905.73,12964,0,4,5,4,2,5,2007,21089
1,CT,1,89,35.8,57.58,5.32,4.67,18.59,66.77,29.66,100,84.54,0.99,Alto,16905.73,12964,0,4,5,4,2,5,2007,21089
0,LLUV,1,89,35.8,57.58,5.32,4.67,18.59,66.77,29.66,100,84.54,0.99,Alto,16905.73,12964,0,4,5,4,2,5,2007,21089
1,TS,1,88,20.13,41.85,16.49,6.24,9.94,52.77,17.86,100,83.64,0.84,Alto,2977.26,4594,3,5,4,4,2,5,2010,21088
1,LLUV,1,88,25.46,49.99,24.29,8.57,11.36,64.01,37.83,100,87.66,0.93,Alto,2977.26,4594,3,5,4,4,2,5,2007,21088
1,SEQ,30,87,25.34,53.53,21.34,3.64,7.59,56.31,37.14,42.89,74.37,0.42,Alto,59978.04,12586,0,2,1,4,4,0,2008,21087
1,SEQ,61,87,25.34,53.53,21.34,3.64,7.59,56.31,37.14,42.89,74.37,0.42,Alto,59978.04,12586,0,2,1,4,4,0,2009,21087
1,TS,1,86,17.6,41.1,4.31,5.12,40.11,58.14,15.81,100,81.5,0.86,Alto,20431.19,12374,5,5,3,3,3,0,2010,21086
1,LLUV,1,86,22.52,47.76,9.26,7.89,50.15,64.14,28.15,100,85.34,0.89,Alto,20431.19,12374,5,5,3,3,3,0,2007,21086
1,CT,1,86,22.52,47.76,9.26,7.89,50.15,64.14,28.15,100,85.34,0.89,Alto,20431.19,12374,5,5,3,3,3,0,2007,21086
0,LLUV,1,86,22.52,47.76,9.26,7.89,50.15,64.14,28.15,100,85.34,0.89,Alto,20431.19,12374,5,5,3,3,3,0,2009,21086
0,LLUV,2,85,14.51,33.22,4.56,1,10.91,45.07,15.15,40.87,59.23,-0.6,Medio,53527.34,72651,3,3,2,5,5,5,2007,21085
1,LLUV,1,84,39.96,60.27,11.67,10.07,41.22,70.53,30.91,100,83.44,1.41,Muy alto,1950.9,6811,0,5,5,4,2,5,2007,21084
1,LLUV,1,83,23.83,47.85,4.76,3.71,17.73,61.92,33.7,100,85.1,0.62,Alto,55767.02,25242,0,3,3,3,4,0,2007,21083
1,SEQ,30,81,29.25,55.76,34.73,2.11,33.55,52.49,22.96,100,70.9,0.78,Alto,30773.53,3695,0,1,3,2,4,0,2008,21081
1,SEQ,61,81,29.25,55.76,34.73,2.11,33.55,52.49,22.96,100,70.9,0.78,Alto,30773.53,3695,0,1,3,2,4,0,2009,21081
1,TS,1,80,30.1,50.03,7.91,7.09,2.83,58.54,4.17,100,83.94,0.94,Muy alto,1234.32,2833,0,5,5,4,2,5,2010,21080
1,LLUV,1,80,35.69,55.89,17.86,7.59,38.65,71.79,26.38,100,85.75,1.27,Muy alto,1234.32,2833,0,5,5,4,2,5,2007,21080
1,SEQ,1,79,6.29,35.01,14.56,1.71,3.59,61.41,24.84,100,80.01,-0.33,Medio,5036.32,5294,1,2,0,5,3,0,2002,21079
1,TS,1,79,6.29,35.01,14.56,1.71,3.59,61.41,24.84,100,80.01,-0.33,Medio,5036.32,5294,1,2,0,5,3,0,2002,21079
1,TS,1,78,32.15,57.38,20.42,10.71,27.32,66.74,9.11,100,84.07,1.64,Muy alto,6908.89,13982,0,5,5,4,2,5,2010,21078
1,LLUV,1,78,36.63,62.58,26.7,12.73,50.18,74.33,32.4,100,87.84,1.68,Muy alto,6908.89,13982,0,5,5,4,2,5,2007,21078
0,LLUV,1,78,40.77,71.87,36.17,11.49,43.66,74.63,63,100,92.42,1.55,Muy alto,6908.89,13982,0,5,5,4,2,5,2004,21078
0,LLUV,1,78,36.63,62.58,26.7,12.73,50.18,74.33,32.4,100,87.84,1.68,Muy alto,6908.89,13982,0,5,5,4,2,5,2006,21078
0,LLUV,2,78,36.63,62.58,26.7,12.73,50.18,74.33,32.4,100,87.84,1.68,Muy alto,6908.89,13982,0,5,5,4,2,5,2007,21078
1,TS,1,77,35.32,55.71,3.42,12.47,28.83,58.6,16.76,100,85.59,1.55,Muy alto,4182.62,5677,0,5,5,4,2,5,2010,21077
1,LLUV,1,77,41.56,63.69,10.43,23.54,44.88,70.05,44.52,100,91.51,1.87,Muy alto,4182.62,5677,0,5,5,4,2,5,2007,21077
1,LLUV,1,76,18.81,46.21,5.34,7.73,24.02,62.78,37.13,100,86.05,0.67,Alto,31682.15,26448,2,5,3,4,2,5,2007,21076
1,TS,1,75,14.69,31.17,5.74,4.3,1.17,66.3,33.99,47.53,81.55,0.5,Alto,7426.32,11846,2,5,4,2,1,5,2010,21075
1,LLUV,1,75,18.13,37.97,8.32,5.32,1.92,73.11,41.79,47.65,88.51,0.38,Alto,7426.32,11846,2,5,4,2,1,5,2007,21075
1,CT,2,75,14.69,31.17,5.74,4.3,1.17,66.3,33.99,47.53,81.55,0.5,Alto,7426.32,11846,2,5,4,2,1,5,2010,21075
0,LLUV,1,74,6.88,21.17,4.84,0.48,9.85,54.91,11,34.75,61.64,-0.81,Bajo,17608.94,63384,5,4,0,5,1,0,2006,21074
0,LLUV,1,73,18.46,36.84,7.56,2.91,4.94,42.3,9.64,100,69.68,0.16,Medio,13773.64,8609,3,3,0,5,4,0,2010,21073
1,TS,1,72,36.36,56.95,14.43,11.47,34.9,64.28,15.44,100,84.07,1.78,Muy alto,4734.24,15689,0,5,5,4,2,5,2010,21072
1,LLUV,1,72,41.07,63.92,17.87,19.83,53.55,71.4,32.24,100,84.87,1.78,Muy alto,4734.24,15689,0,5,5,4,2,5,2007,21072
0,LLUV,1,72,41.07,63.92,17.87,19.83,53.55,71.4,32.24,100,84.87,1.78,Muy alto,4734.24,15689,0,5,5,4,2,5,2007,21072
1,LLUV,1,71,14.97,31.7,2.34,1.55,18.13,54.4,20.33,35.24,65.59,-0.39,Medio,24907.84,97723,3,4,4,3,1,0,2007,21071
1,CT,1,71,14.97,31.7,2.34,1.55,18.13,54.4,20.33,35.24,65.59,-0.39,Medio,24907.84,97723,3,4,4,3,1,0,2007,21071
1,TS,1,68,34.56,53.48,0.84,5.72,14.28,59.01,9.18,100,86.81,1.16,Muy alto,5013.01,7718,0,5,5,4,2,5,2010,21068
1,LLUV,1,68,39.46,60.08,2.46,16.4,24.98,68.02,36.01,100,89.35,1.39,Muy alto,5013.01,7718,0,5,5,4,2,5,2007,21068
1,SEQ,92,67,21.58,42.85,1.17,1.1,0.43,59.25,15.98,39.97,82.44,-0.07,Alto,22681.99,16454,1,3,0,3,3,0,2007,21067
1,SEQ,61,67,21.58,42.85,1.17,1.1,0.43,59.25,15.98,39.97,82.44,-0.07,Alto,22681.99,16454,1,3,0,3,3,0,2009,21067
1,LLUV,1,67,21.58,42.85,1.17,1.1,0.43,59.25,15.98,39.97,82.44,-0.07,Alto,22681.99,16454,1,3,0,3,3,0,2007,21067
1,LLUV,1,64,18.32,41.46,1.19,7.81,49.46,51.01,30.63,100,85.18,0.54,Alto,42522.39,16026,2,5,4,3,3,0,2007,21064
1,CT,1,64,18.32,41.46,1.19,7.81,49.46,51.01,30.63,100,85.18,0.54,Alto,42522.39,16026,2,5,4,3,3,0,2007,21064
0,LLUV,1,64,18.32,41.46,1.19,7.81,49.46,51.01,30.63,100,85.18,0.54,Alto,42522.39,16026,2,5,4,3,3,0,2007,21064
1,LLUV,1,63,15.88,36.23,3.11,0.93,3.45,58.57,8.44,42.54,77.43,-0.32,Medio,7892.63,13763,4,4,0,4,1,0,2007,21063
0,TS,1,63,17.8,44.03,9.11,3.03,7.53,65.5,18.06,44.13,81.47,-0.26,Medio,7892.63,13763,4,4,0,4,1,0,2002,21063
0,LLUV,1,63,17.8,44.03,9.11,3.03,7.53,65.5,18.06,44.13,81.47,-0.26,Medio,7892.63,13763,4,4,0,4,1,0,2002,21063
0,LLUV,1,63,17.8,44.03,9.11,3.03,7.53,65.5,18.06,44.13,81.47,-0.26,Medio,7892.63,13763,4,4,0,4,1,0,2003,21063
0,LLUV,1,63,15.88,36.23,3.11,0.93,3.45,58.57,8.44,42.54,77.43,-0.32,Medio,7892.63,13763,4,4,0,4,1,0,2005,21063
1,SEQ,30,59,23.27,46.89,18.89,3.1,16.67,43.67,14.35,100,70.8,0.2,Alto,8827.76,2443,0,2,0,4,2,0,2008,21059
1,SEQ,61,59,23.27,46.89,18.89,3.1,16.67,43.67,14.35,100,70.8,0.2,Alto,8827.76,2443,0,2,0,4,2,0,2009,21059
1,TS,1,58,39.22,65.85,1.78,3.56,15.73,78.78,34.71,100,82.97,1.25,Muy alto,14511.89,19232,0,4,4,2,1,0,2006,21058
1,LLUV,1,57,30.74,51.12,11.28,2.35,25.46,64.48,12.67,100,76.77,0.64,Alto,6325.87,7448,3,4,2,4,3,0,2007,21057
1,SEQ,30,56,21.37,54.01,11.98,0.81,15.89,46.55,13.05,100,72.73,0.21,Alto,14082.21,1229,0,1,0,2,4,0,2008,21056
1,SEQ,61,55,18.93,45.01,24.48,4.09,17.77,52.39,22.79,100,80.15,0.42,Alto,12858.31,4694,0,2,0,3,3,5,2009,21055
1,LLUV,1,54,20.03,47.23,2.87,2.66,8.54,68.87,25.97,61.51,80.94,0.3,Alto,14727.91,30243,3,4,0,2,1,0,2007,21054
1,LLUV,1,53,16.28,36.92,6.3,2.9,12.74,58.01,19.47,67.27,77.52,-0.02,Alto,75456.49,57692,1,3,0,4,4,0,2007,21053
0,LLUV,3,53,16.28,36.92,6.3,2.9,12.74,58.01,19.47,67.27,77.52,-0.02,Alto,75456.49,57692,1,3,0,4,4,0,2006,21053
1,SEQ,61,52,33.84,58.76,17.52,2.31,0.09,45.48,15.76,100,85.58,0.57,Alto,2584.62,1225,0,3,0,3,5,5,2009,21052
0,LLUV,1,51,13.89,33.52,3.31,1.03,6.14,38.22,12.98,51.07,63.41,-0.32,Medio,32442.82,33846,4,2,0,5,2,0,2010,21051
1,LLUV,1,49,49.19,65.95,11.99,2.99,11.2,76.49,53.62,100,85.24,1.6,Muy alto,8895.05,15767,0,4,5,4,2,5,2007,21049
1,CT,1,49,49.19,65.95,11.99,2.99,11.2,76.49,53.62,100,85.24,1.6,Muy alto,8895.05,15767,0,4,5,4,2,5,2007,21049
1,LLUV,1,45,16.31,36.07,1.98,0.97,1.18,57.86,10.88,45.81,77.23,-0.32,Medio,38794.82,43742,4,3,0,4,1,0,2007,21045
0,TS,1,45,18.25,43.29,6.64,1.61,2.02,62.05,21.13,47.46,81.25,-0.33,Medio,38794.82,43742,4,3,0,4,1,0,2003,21045
1,LLUV,1,44,14.24,36.1,4.36,1.92,4.14,59.74,12.08,100,84.17,0,Alto,29938.27,15294,0,3,0,3,4,0,2007,21044
1,TS,1,43,20.04,38.09,14.31,12.99,16.45,63.39,25.15,87.44,77.24,1.06,Muy alto,18038.68,47324,3,5,5,4,2,5,2010,21043
1,LLUV,1,43,23,43.61,22.02,15.74,24.45,70.55,34.02,87.96,84.46,0.96,Alto,18038.68,47324,3,5,5,4,2,5,2007,21043
0,LLUV,1,43,23,43.61,22.02,15.74,24.45,70.55,34.02,87.96,84.46,0.96,Alto,18038.68,47324,3,5,5,4,2,5,2007,21043
1,LLUV,1,41,4.56,14.64,1.67,0.55,17.23,40.91,3.32,5.26,44.91,-1.4,Muy bajo,3797.52,79134,3,1,0,4,2,0,2007,21041
0,LLUV,1,41,4.56,14.64,1.67,0.55,17.23,40.91,3.32,5.26,44.91,-1.4,Muy bajo,3797.52,79134,3,1,0,4,2,0,2006,21041
1,LLUV,1,39,25.68,51.72,7.55,7.8,41.01,58.87,42.68,100,85.31,0.97,Alto,6091.58,9212,0,5,5,4,2,5,2007,21039
0,TS,1,39,25.68,51.72,7.55,7.8,41.01,58.87,42.68,100,85.31,0.97,Alto,6091.58,9212,0,5,5,4,2,5,2007,21039
1,SEQ,61,38,7.81,28.86,14.86,1,11.88,66.89,28.06,19.06,79.67,-0.23,Medio,2320.84,8657,0,4,0,4,2,0,2009,21038
1,LLUV,1,35,15.83,32.49,2.99,2.86,31.52,57.77,40.34,71.45,63.13,0.05,Alto,24862.85,19506,0,4,3,3,1,0,2007,21035
1,SEQ,1,35,18.53,39.99,9.18,5.85,16.61,58.48,42.51,71.33,66.41,-0.17,Medio,24862.85,19506,0,4,3,3,1,0,2000,21035
1,LLUV,1,34,7.44,27.67,11.68,0.54,83.18,59.44,9.88,1.96,62.36,-0.29,Medio,3655.46,34589,5,4,0,4,2,0,2007,21034
0,LLUV,1,34,7.44,27.67,11.68,0.54,83.18,59.44,9.88,1.96,62.36,-0.29,Medio,3655.46,34589,5,4,0,4,2,0,2006,21034
1,SEQ,30,32,23.88,54.75,20.89,1.04,18.03,41.69,18.42,100,79.38,0.39,Alto,24009.1,1283,0,1,0,2,4,0,2008,21032
1,SEQ,61,32,23.88,54.75,20.89,1.04,18.03,41.69,18.42,100,79.38,0.39,Alto,24009.1,1283,0,1,0,2,4,0,2009,21032
1,SEQ,61,31,26.8,57.84,23.22,3.68,12.63,45.34,16.8,100,86.26,0.59,Alto,11469.66,2933,0,2,0,3,5,5,2009,21031
1,LLUV,1,30,37.1,58.27,0.7,5.68,4.21,58.72,15.9,100,87.45,0.74,Alto,1216.93,750,0,5,5,3,2,5,2007,21030
1,TS,1,29,27.13,40.86,1.5,4.41,0.61,52.47,14.51,100,75.19,0.57,Alto,1388.86,3778,0,5,5,4,2,5,2010,21029
1,LLUV,1,29,30.77,44.77,3.17,8.78,4.47,61.8,17.07,100,81.05,0.52,Alto,1388.86,3778,0,5,5,4,2,5,2007,21029
1,TS,1,28,32.47,57.66,0.48,4.52,3.84,58.31,19.72,100,83.48,1.17,Muy alto,1605.34,2466,0,5,5,3,3,5,2010,21028
1,LLUV,1,28,45.23,65.71,1.96,13.74,8.69,72.67,38.79,100,90.88,1.5,Muy alto,1605.34,2466,0,5,5,3,3,5,2007,21028
1,CT,2,28,32.47,57.66,0.48,4.52,3.84,58.31,19.72,100,83.48,1.17,Muy alto,1605.34,2466,0,5,5,3,3,5,2010,21028
0,LLUV,1,28,45.23,65.71,1.96,13.74,8.69,72.67,38.79,100,90.88,1.5,Muy alto,1605.34,2466,0,5,5,3,3,5,2008,21028
1,SEQ,92,25,20.4,41.06,12.04,8.37,26.56,63.02,34.06,100,83.31,0.66,Alto,10595.11,8085,2,5,3,3,2,0,2007,21025
1,LLUV,1,25,20.4,41.06,12.04,8.37,26.56,63.02,34.06,100,83.31,0.66,Alto,10595.11,8085,2,5,3,3,2,0,2007,21025
1,SEQ,30,24,31.3,57.72,13.28,2.8,22.91,37.31,11.46,100,66.45,0.33,Alto,18773.17,924,0,1,0,2,4,0,2008,21024
1,LLUV,1,23,25.45,53.36,6.63,1.69,13.47,74.36,22.6,100,86.74,0.75,Alto,13243.08,8388,0,3,2,3,1,0,2007,21023
0,LLUV,1,23,25.45,53.36,6.63,1.69,13.47,74.36,22.6,100,86.74,0.75,Alto,13243.08,8388,0,3,2,3,1,0,2008,21023
0,LLUV,1,23,25.45,53.36,6.63,1.69,13.47,74.36,22.6,100,86.74,0.75,Alto,13243.08,8388,0,3,2,3,1,0,2008,21023
1,LLUV,1,17,23.68,41.68,6.37,4.7,2.5,68.84,26.91,75,78.02,0.34,Alto,4787.51,25386,0,4,3,2,4,0,2007,21017
0,LLUV,1,17,23.68,41.68,6.37,4.7,2.5,68.84,26.91,75,78.02,0.34,Alto,4787.51,25386,0,4,3,2,4,0,2008,21017
0,LLUV,1,17,23.68,41.68,6.37,4.7,2.5,68.84,26.91,75,78.02,0.34,Alto,4787.51,25386,0,4,3,2,4,0,2008,21017
1,LLUV,1,16,22.26,47.91,8.87,3.57,13.65,55.09,21.76,100,87.96,0.46,Alto,16570.19,7848,0,3,1,3,4,0,2007,21016
1,TS,1,14,34.89,54.05,1.25,7.43,14.24,51.27,32.28,100,83.08,1.37,Muy alto,4431.18,4999,0,5,5,4,2,5,2010,21014
1,LLUV,1,14,39.75,62.4,3.3,9.68,8.52,62.89,36.99,100,88.22,1.16,Muy alto,4431.18,4999,0,5,5,4,2,5,2007,21014
1,CT,2,14,34.89,54.05,1.25,7.43,14.24,51.27,32.28,100,83.08,1.37,Muy alto,4431.18,4999,0,5,5,4,2,5,2010,21014
1,LLUV,1,12,19.23,43.25,1.2,1.89,1.27,54.87,11.24,100,87.82,0.1,Alto,5202.65,6288,0,4,0,4,1,0,2007,21012
0,LLUV,1,12,19.23,43.25,1.2,1.89,1.27,54.87,11.24,100,87.82,0.1,Alto,5202.65,6288,0,4,0,4,1,0,2008,21012
1,SEQ,30,11,16.37,41.96,11.99,2.91,6.06,45.81,15.45,100,54.71,-0.21,Medio,7923.66,1747,0,2,0,4,3,0,2008,21011
1,SEQ,30,9,23.54,50.69,17.06,2.82,51.88,40.16,12.89,100,58,0.28,Alto,7207.28,1996,1,2,2,3,5,5,2008,21009
1,SEQ,61,9,23.54,50.69,17.06,2.82,51.88,40.16,12.89,100,58,0.28,Alto,7207.28,1996,1,2,2,3,5,5,2009,21009
1,LLUV,1,8,13.67,31.74,4.2,2.51,8.95,56.24,8.48,100,67.61,-0.25,Medio,6029.56,10457,3,4,0,4,1,0,2007,21008
1,CT,2,8,10.34,26.32,2.55,2.86,6.54,49.69,9.77,100,61.47,-0.18,Medio,6029.56,10457,3,4,0,4,1,0,2010,21008
1,TS,1,6,36.87,52.41,1.55,2.57,11.51,61.71,16.94,100,70.15,1.08,Muy alto,9057.88,14742,3,4,5,4,2,5,2010,21006
1,LLUV,1,6,45.05,60.13,5.6,4.63,13.75,70.68,52.97,100,82.53,1.35,Muy alto,9057.88,14742,3,4,5,4,2,5,2007,21006
